grna_id	grna_group	gRNA_type
WTC11_Random_Screen_Crop_4880	chr12:124630601-124630902	enh
WTC11_Random_Screen_Crop_4881	chr12:124630601-124630902	enh
WTC11_Random_Screen_Crop_4882	chr12:124630601-124630902	enh
WTC11_Random_Screen_Crop_4883	chr12:124630601-124630902	enh
WTC11_Random_Screen_Crop_4884	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4885	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4886	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4887	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4888	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4889	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4890	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4891	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4892	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4893	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4894	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4895	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4896	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4897	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4898	chr12:124779467-124779768	enh
WTC11_Random_Screen_Crop_4899	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4900	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4901	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4902	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4903	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4904	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4905	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4906	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4907	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4908	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4909	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4910	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4911	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4912	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4913	chr12:124802935-124803236	enh
WTC11_Random_Screen_Crop_4914	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4915	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4916	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4917	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4918	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4919	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4920	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4921	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4922	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4923	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4924	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4925	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4926	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4927	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4928	chr12:124816650-124816951	enh
WTC11_Random_Screen_Crop_4929	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4930	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4931	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4932	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4933	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4934	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4935	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4936	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4937	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4938	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4939	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4940	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4941	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4942	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4943	chr12:124832521-124832822	enh
WTC11_Random_Screen_Crop_4944	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4945	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4946	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4947	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4948	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4949	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4950	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4951	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4952	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4953	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4954	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4955	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4956	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4957	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4958	chr12:124856710-124857011	enh
WTC11_Random_Screen_Crop_4959	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4960	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4961	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4962	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4963	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4964	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4965	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4966	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4967	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4968	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4969	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4970	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4971	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4972	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4973	chr12:124884230-124884531	enh
WTC11_Random_Screen_Crop_4974	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4975	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4976	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4977	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4978	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4979	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4980	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4981	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4982	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4983	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4984	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4985	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4986	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4987	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4988	chr12:124997627-124997928	enh
WTC11_Random_Screen_Crop_4989	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4990	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4991	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4992	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4993	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4994	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4995	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4996	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4997	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4998	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_4999	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_5000	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_5001	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_5002	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_5003	chr12:124998148-124998449	enh
WTC11_Random_Screen_Crop_5004	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5005	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5006	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5007	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5008	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5009	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5010	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5011	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5012	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5013	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5014	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5015	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5016	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5017	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5018	chr12:125235381-125235682	enh
WTC11_Random_Screen_Crop_5019	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5020	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5021	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5022	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5023	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5024	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5025	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5026	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5027	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5028	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5029	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5030	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5031	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5032	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5033	chr12:125248959-125249260	enh
WTC11_Random_Screen_Crop_5034	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5035	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5036	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5037	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5038	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5039	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5040	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5041	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5042	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5043	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5044	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5045	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5046	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5047	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5048	chr12:125383075-125383376	enh
WTC11_Random_Screen_Crop_5049	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5050	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5051	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5052	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5053	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5054	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5055	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5056	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5057	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5058	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5059	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5060	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5061	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5062	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5063	chr12:125398523-125398824	enh
WTC11_Random_Screen_Crop_5064	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5065	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5066	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5067	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5068	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5069	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5070	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5071	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5072	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5073	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5074	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5075	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5076	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5077	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5078	UBC_TSS	TSS
WTC11_Random_Screen_Crop_5079	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5080	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5081	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5082	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5083	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5084	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5085	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5086	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5087	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5088	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5089	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5090	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5091	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5092	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5093	chr12:125405704-125406005	enh
WTC11_Random_Screen_Crop_5094	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5095	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5096	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5097	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5098	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5099	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5100	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5101	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5102	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5103	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5104	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5105	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5106	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5107	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5108	chr12:125412909-125413210	enh
WTC11_Random_Screen_Crop_5109	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5110	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5111	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5112	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5113	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5114	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5115	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5116	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5117	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5118	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5119	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5120	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5121	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5122	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5123	chr12:125423590-125423891	enh
WTC11_Random_Screen_Crop_5124	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5125	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5126	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5127	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5128	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5129	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5130	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5131	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5132	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5133	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5134	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5135	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5136	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5137	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5138	chr12:125424404-125424705	enh
WTC11_Random_Screen_Crop_5139	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5140	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5141	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5142	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5143	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5144	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5145	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5146	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5147	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5148	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5149	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5150	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5151	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5152	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5153	chr12:125425205-125425506	enh
WTC11_Random_Screen_Crop_5154	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5155	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5156	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5157	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5158	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5159	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5160	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5161	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5162	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5163	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5164	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5165	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5166	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5167	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5168	chr12:125624900-125625201	enh
WTC11_Random_Screen_Crop_5169	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5170	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5171	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5172	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5173	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5174	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5175	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5176	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5177	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5178	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5179	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5180	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5181	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5182	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5183	chr12:125667730-125668031	enh
WTC11_Random_Screen_Crop_5184	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5185	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5186	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5187	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5188	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5189	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5190	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5191	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5192	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5193	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5194	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5195	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5196	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5197	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5198	chr12:125669833-125670134	enh
WTC11_Random_Screen_Crop_5199	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5200	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5201	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5202	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5203	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5204	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5205	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5206	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5207	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5208	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5209	chr12:125670077-125670378	enh
WTC11_Random_Screen_Crop_5210	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5211	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5212	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5213	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5214	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5215	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5216	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5217	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5218	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5219	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5220	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5221	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5222	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5223	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5224	chr12:125672729-125673030	enh
WTC11_Random_Screen_Crop_5225	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5226	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5227	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5228	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5229	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5230	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5231	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5232	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5233	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5234	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5235	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5236	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5237	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5238	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5239	chr12:125683245-125683546	enh
WTC11_Random_Screen_Crop_5240	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5241	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5242	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5243	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5244	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5245	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5246	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5247	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5248	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5249	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5250	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5251	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5252	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5253	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5254	chr12:125813895-125814196	enh
WTC11_Random_Screen_Crop_5255	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5256	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5257	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5258	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5259	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5260	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5261	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5262	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5263	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5264	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5265	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5266	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5267	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5268	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5269	chr12:125817479-125817780	enh
WTC11_Random_Screen_Crop_5270	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5271	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5272	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5273	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5274	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5275	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5276	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5277	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5278	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5279	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5280	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5281	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5282	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5283	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5284	chr12:126002673-126002974	enh
WTC11_Random_Screen_Crop_5285	TPI1_TSS_1	TSS
WTC11_Random_Screen_Crop_5286	TPI1_TSS_1	TSS
WTC11_Random_Screen_Crop_5287	TPI1_TSS_1	TSS
WTC11_Random_Screen_Crop_5288	TPI1_TSS_1	TSS
WTC11_Random_Screen_Crop_5289	TPI1_TSS_1	TSS
WTC11_Random_Screen_Crop_5290	TPI1_TSS_1	TSS
WTC11_Random_Screen_Crop_5291	TPI1_TSS_2	TSS
