response_id	grna_group	target_type
VPS51	chr11:65473736-65474037	enh
YIF1A	chr11:65473736-65474037	enh
ZNHIT2	chr11:65473736-65474037	enh
MRPL11	chr11:65473736-65474037	enh
RBM14	chr11:65473736-65474037	enh
RBM4	chr11:65473736-65474037	enh
RBM4B	chr11:65473736-65474037	enh
RNASEH2C	chr11:65473736-65474037	enh
SAC3D1	chr11:65473736-65474037	enh
B4GAT1	chr11:65473736-65474037	enh
BANF1	chr11:65473736-65474037	enh
CCDC85B	chr11:65473736-65474037	enh
CFL1	chr11:65473736-65474037	enh
DRAP1	chr11:65473736-65474037	enh
FIBP	chr11:65473736-65474037	enh
KAT5	chr11:65473736-65474037	enh
SF1	chr11:65482774-65483075	enh
SF3B2	chr11:65482774-65483075	enh
SLC29A2	chr11:65482774-65483075	enh
SNX32	chr11:65482774-65483075	enh
TM7SF2	chr11:65482774-65483075	enh
VPS51	chr11:65482774-65483075	enh
YIF1A	chr11:65482774-65483075	enh
ZNHIT2	chr11:65482774-65483075	enh
MRPL11	chr11:65482774-65483075	enh
RBM14	chr11:65482774-65483075	enh
RBM4	chr11:65482774-65483075	enh
RBM4B	chr11:65482774-65483075	enh
RNASEH2C	chr11:65482774-65483075	enh
SAC3D1	chr11:65482774-65483075	enh
B4GAT1	chr11:65482774-65483075	enh
BANF1	chr11:65482774-65483075	enh
CCDC85B	chr11:65482774-65483075	enh
CFL1	chr11:65482774-65483075	enh
DRAP1	chr11:65482774-65483075	enh
FIBP	chr11:65482774-65483075	enh
KAT5	chr11:65482774-65483075	enh
SF1	chr11:65487851-65488152	enh
SF3B2	chr11:65487851-65488152	enh
SLC29A2	chr11:65487851-65488152	enh
SNX32	chr11:65487851-65488152	enh
TM7SF2	chr11:65487851-65488152	enh
VPS51	chr11:65487851-65488152	enh
YIF1A	chr11:65487851-65488152	enh
ZNHIT2	chr11:65487851-65488152	enh
MRPL11	chr11:65487851-65488152	enh
RBM14	chr11:65487851-65488152	enh
RBM4	chr11:65487851-65488152	enh
RBM4B	chr11:65487851-65488152	enh
RNASEH2C	chr11:65487851-65488152	enh
SAC3D1	chr11:65487851-65488152	enh
B4GAT1	chr11:65487851-65488152	enh
BANF1	chr11:65487851-65488152	enh
CCDC85B	chr11:65487851-65488152	enh
CFL1	chr11:65487851-65488152	enh
DRAP1	chr11:65487851-65488152	enh
FIBP	chr11:65487851-65488152	enh
KAT5	chr11:65487851-65488152	enh
SF1	chr11:65511967-65512268	enh
SF3B2	chr11:65511967-65512268	enh
SLC29A2	chr11:65511967-65512268	enh
SNX32	chr11:65511967-65512268	enh
TM7SF2	chr11:65511967-65512268	enh
VPS51	chr11:65511967-65512268	enh
YIF1A	chr11:65511967-65512268	enh
ZNHIT2	chr11:65511967-65512268	enh
MRPL11	chr11:65511967-65512268	enh
RBM14	chr11:65511967-65512268	enh
RBM4	chr11:65511967-65512268	enh
RBM4B	chr11:65511967-65512268	enh
RNASEH2C	chr11:65511967-65512268	enh
SAC3D1	chr11:65511967-65512268	enh
B4GAT1	chr11:65511967-65512268	enh
BANF1	chr11:65511967-65512268	enh
CCDC85B	chr11:65511967-65512268	enh
CFL1	chr11:65511967-65512268	enh
DRAP1	chr11:65511967-65512268	enh
FIBP	chr11:65511967-65512268	enh
KAT5	chr11:65511967-65512268	enh
SF1	chr11:65547411-65547712	enh
SF3B2	chr11:65547411-65547712	enh
SLC29A2	chr11:65547411-65547712	enh
SNX32	chr11:65547411-65547712	enh
TM7SF2	chr11:65547411-65547712	enh
VPS51	chr11:65547411-65547712	enh
YIF1A	chr11:65547411-65547712	enh
ZNHIT2	chr11:65547411-65547712	enh
MRPL11	chr11:65547411-65547712	enh
RBM14	chr11:65547411-65547712	enh
RBM4	chr11:65547411-65547712	enh
RBM4B	chr11:65547411-65547712	enh
RNASEH2C	chr11:65547411-65547712	enh
SAC3D1	chr11:65547411-65547712	enh
B4GAT1	chr11:65547411-65547712	enh
BANF1	chr11:65547411-65547712	enh
CCDC85B	chr11:65547411-65547712	enh
CFL1	chr11:65547411-65547712	enh
DRAP1	chr11:65547411-65547712	enh
FIBP	chr11:65547411-65547712	enh
KAT5	chr11:65547411-65547712	enh
SF1	chr11:65585689-65585990	enh
SF3B2	chr11:65585689-65585990	enh
SLC29A2	chr11:65585689-65585990	enh
SNX32	chr11:65585689-65585990	enh
TM7SF2	chr11:65585689-65585990	enh
VPS51	chr11:65585689-65585990	enh
YIF1A	chr11:65585689-65585990	enh
ZNHIT2	chr11:65585689-65585990	enh
MRPL11	chr11:65585689-65585990	enh
RBM14	chr11:65585689-65585990	enh
RBM4	chr11:65585689-65585990	enh
RBM4B	chr11:65585689-65585990	enh
RNASEH2C	chr11:65585689-65585990	enh
SAC3D1	chr11:65585689-65585990	enh
B4GAT1	chr11:65585689-65585990	enh
BANF1	chr11:65585689-65585990	enh
CCDC85B	chr11:65585689-65585990	enh
CFL1	chr11:65585689-65585990	enh
DRAP1	chr11:65585689-65585990	enh
FIBP	chr11:65585689-65585990	enh
KAT5	chr11:65585689-65585990	enh
SF1	chr11:65618771-65619072	enh
SF3B2	chr11:65618771-65619072	enh
SLC29A2	chr11:65618771-65619072	enh
SNX32	chr11:65618771-65619072	enh
TM7SF2	chr11:65618771-65619072	enh
VPS51	chr11:65618771-65619072	enh
YIF1A	chr11:65618771-65619072	enh
ZNHIT2	chr11:65618771-65619072	enh
MRPL11	chr11:65618771-65619072	enh
RBM14	chr11:65618771-65619072	enh
RBM4	chr11:65618771-65619072	enh
RBM4B	chr11:65618771-65619072	enh
RNASEH2C	chr11:65618771-65619072	enh
SAC3D1	chr11:65618771-65619072	enh
B4GAT1	chr11:65618771-65619072	enh
BANF1	chr11:65618771-65619072	enh
CCDC85B	chr11:65618771-65619072	enh
CFL1	chr11:65618771-65619072	enh
DRAP1	chr11:65618771-65619072	enh
FIBP	chr11:65618771-65619072	enh
KAT5	chr11:65618771-65619072	enh
SF1	chr11:65624374-65624675	enh
SF3B2	chr11:65624374-65624675	enh
SLC29A2	chr11:65624374-65624675	enh
SNX32	chr11:65624374-65624675	enh
TM7SF2	chr11:65624374-65624675	enh
VPS51	chr11:65624374-65624675	enh
YIF1A	chr11:65624374-65624675	enh
ZNHIT2	chr11:65624374-65624675	enh
MRPL11	chr11:65624374-65624675	enh
RBM14	chr11:65624374-65624675	enh
RBM4	chr11:65624374-65624675	enh
RBM4B	chr11:65624374-65624675	enh
RNASEH2C	chr11:65624374-65624675	enh
SAC3D1	chr11:65624374-65624675	enh
B4GAT1	chr11:65624374-65624675	enh
BANF1	chr11:65624374-65624675	enh
CCDC85B	chr11:65624374-65624675	enh
CFL1	chr11:65624374-65624675	enh
DRAP1	chr11:65624374-65624675	enh
FIBP	chr11:65624374-65624675	enh
KAT5	chr11:65624374-65624675	enh
SF1	chr11:65626778-65627079	enh
SF3B2	chr11:65626778-65627079	enh
SLC29A2	chr11:65626778-65627079	enh
SNX32	chr11:65626778-65627079	enh
TM7SF2	chr11:65626778-65627079	enh
VPS51	chr11:65626778-65627079	enh
YIF1A	chr11:65626778-65627079	enh
ZNHIT2	chr11:65626778-65627079	enh
MRPL11	chr11:65626778-65627079	enh
RBM14	chr11:65626778-65627079	enh
RBM4	chr11:65626778-65627079	enh
RBM4B	chr11:65626778-65627079	enh
RNASEH2C	chr11:65626778-65627079	enh
SAC3D1	chr11:65626778-65627079	enh
B4GAT1	chr11:65626778-65627079	enh
BANF1	chr11:65626778-65627079	enh
CCDC85B	chr11:65626778-65627079	enh
CFL1	chr11:65626778-65627079	enh
DRAP1	chr11:65626778-65627079	enh
FIBP	chr11:65626778-65627079	enh
KAT5	chr11:65626778-65627079	enh
SF1	chr11:65652144-65652445	enh
SF3B2	chr11:65652144-65652445	enh
SLC29A2	chr11:65652144-65652445	enh
SNX32	chr11:65652144-65652445	enh
TM7SF2	chr11:65652144-65652445	enh
VPS51	chr11:65652144-65652445	enh
YIF1A	chr11:65652144-65652445	enh
ZNHIT2	chr11:65652144-65652445	enh
MRPL11	chr11:65652144-65652445	enh
RBM14	chr11:65652144-65652445	enh
RBM4	chr11:65652144-65652445	enh
RBM4B	chr11:65652144-65652445	enh
RNASEH2C	chr11:65652144-65652445	enh
SAC3D1	chr11:65652144-65652445	enh
B4GAT1	chr11:65652144-65652445	enh
BANF1	chr11:65652144-65652445	enh
CCDC85B	chr11:65652144-65652445	enh
CFL1	chr11:65652144-65652445	enh
DRAP1	chr11:65652144-65652445	enh
FIBP	chr11:65652144-65652445	enh
KAT5	chr11:65652144-65652445	enh
SF1	CCDC85B_TSS	TSS
SF3B2	CCDC85B_TSS	TSS
SLC29A2	CCDC85B_TSS	TSS
SNX32	CCDC85B_TSS	TSS
TM7SF2	CCDC85B_TSS	TSS
VPS51	CCDC85B_TSS	TSS
YIF1A	CCDC85B_TSS	TSS
ZNHIT2	CCDC85B_TSS	TSS
MRPL11	CCDC85B_TSS	TSS
RBM14	CCDC85B_TSS	TSS
RBM4	CCDC85B_TSS	TSS
RBM4B	CCDC85B_TSS	TSS
RNASEH2C	CCDC85B_TSS	TSS
SAC3D1	CCDC85B_TSS	TSS
B4GAT1	CCDC85B_TSS	TSS
BANF1	CCDC85B_TSS	TSS
CCDC85B	CCDC85B_TSS	TSS
CFL1	CCDC85B_TSS	TSS
DRAP1	CCDC85B_TSS	TSS
FIBP	CCDC85B_TSS	TSS
KAT5	CCDC85B_TSS	TSS
SF1	BANF1_TSS	TSS
SF3B2	BANF1_TSS	TSS
SLC29A2	BANF1_TSS	TSS
SNX32	BANF1_TSS	TSS
TM7SF2	BANF1_TSS	TSS
VPS51	BANF1_TSS	TSS
YIF1A	BANF1_TSS	TSS
ZNHIT2	BANF1_TSS	TSS
MRPL11	BANF1_TSS	TSS
RBM14	BANF1_TSS	TSS
RBM4	BANF1_TSS	TSS
RBM4B	BANF1_TSS	TSS
RNASEH2C	BANF1_TSS	TSS
SAC3D1	BANF1_TSS	TSS
B4GAT1	BANF1_TSS	TSS
BANF1	BANF1_TSS	TSS
CCDC85B	BANF1_TSS	TSS
CFL1	BANF1_TSS	TSS
DRAP1	BANF1_TSS	TSS
FIBP	BANF1_TSS	TSS
KAT5	BANF1_TSS	TSS
SF1	chr11:65996077-65996378	enh
SF3B2	chr11:65996077-65996378	enh
SLC29A2	chr11:65996077-65996378	enh
SNX32	chr11:65996077-65996378	enh
TM7SF2	chr11:65996077-65996378	enh
VPS51	chr11:65996077-65996378	enh
YIF1A	chr11:65996077-65996378	enh
ZNHIT2	chr11:65996077-65996378	enh
MRPL11	chr11:65996077-65996378	enh
RBM14	chr11:65996077-65996378	enh
RBM4	chr11:65996077-65996378	enh
RBM4B	chr11:65996077-65996378	enh
RNASEH2C	chr11:65996077-65996378	enh
SAC3D1	chr11:65996077-65996378	enh
B4GAT1	chr11:65996077-65996378	enh
BANF1	chr11:65996077-65996378	enh
CCDC85B	chr11:65996077-65996378	enh
CFL1	chr11:65996077-65996378	enh
DRAP1	chr11:65996077-65996378	enh
FIBP	chr11:65996077-65996378	enh
KAT5	chr11:65996077-65996378	enh
SF1	chr11:66034772-66035073	enh
SF3B2	chr11:66034772-66035073	enh
SLC29A2	chr11:66034772-66035073	enh
SNX32	chr11:66034772-66035073	enh
TM7SF2	chr11:66034772-66035073	enh
VPS51	chr11:66034772-66035073	enh
YIF1A	chr11:66034772-66035073	enh
ZNHIT2	chr11:66034772-66035073	enh
MRPL11	chr11:66034772-66035073	enh
RBM14	chr11:66034772-66035073	enh
RBM4	chr11:66034772-66035073	enh
RBM4B	chr11:66034772-66035073	enh
RNASEH2C	chr11:66034772-66035073	enh
SAC3D1	chr11:66034772-66035073	enh
B4GAT1	chr11:66034772-66035073	enh
BANF1	chr11:66034772-66035073	enh
CCDC85B	chr11:66034772-66035073	enh
CFL1	chr11:66034772-66035073	enh
DRAP1	chr11:66034772-66035073	enh
FIBP	chr11:66034772-66035073	enh
KAT5	chr11:66034772-66035073	enh
SF1	chr11:66079655-66079956	enh
SF3B2	chr11:66079655-66079956	enh
SLC29A2	chr11:66079655-66079956	enh
SNX32	chr11:66079655-66079956	enh
TM7SF2	chr11:66079655-66079956	enh
VPS51	chr11:66079655-66079956	enh
YIF1A	chr11:66079655-66079956	enh
ZNHIT2	chr11:66079655-66079956	enh
MRPL11	chr11:66079655-66079956	enh
RBM14	chr11:66079655-66079956	enh
RBM4	chr11:66079655-66079956	enh
RBM4B	chr11:66079655-66079956	enh
RNASEH2C	chr11:66079655-66079956	enh
SAC3D1	chr11:66079655-66079956	enh
B4GAT1	chr11:66079655-66079956	enh
BANF1	chr11:66079655-66079956	enh
CCDC85B	chr11:66079655-66079956	enh
CFL1	chr11:66079655-66079956	enh
DRAP1	chr11:66079655-66079956	enh
FIBP	chr11:66079655-66079956	enh
KAT5	chr11:66079655-66079956	enh
SF1	chr11:66095821-66096122	enh
SF3B2	chr11:66095821-66096122	enh
SLC29A2	chr11:66095821-66096122	enh
SNX32	chr11:66095821-66096122	enh
TM7SF2	chr11:66095821-66096122	enh
VPS51	chr11:66095821-66096122	enh
YIF1A	chr11:66095821-66096122	enh
ZNHIT2	chr11:66095821-66096122	enh
MRPL11	chr11:66095821-66096122	enh
RBM14	chr11:66095821-66096122	enh
RBM4	chr11:66095821-66096122	enh
RBM4B	chr11:66095821-66096122	enh
RNASEH2C	chr11:66095821-66096122	enh
SAC3D1	chr11:66095821-66096122	enh
B4GAT1	chr11:66095821-66096122	enh
BANF1	chr11:66095821-66096122	enh
CCDC85B	chr11:66095821-66096122	enh
CFL1	chr11:66095821-66096122	enh
DRAP1	chr11:66095821-66096122	enh
FIBP	chr11:66095821-66096122	enh
KAT5	chr11:66095821-66096122	enh
SF1	chr11:66187339-66187640	enh
SF3B2	chr11:66187339-66187640	enh
SLC29A2	chr11:66187339-66187640	enh
SNX32	chr11:66187339-66187640	enh
TM7SF2	chr11:66187339-66187640	enh
VPS51	chr11:66187339-66187640	enh
YIF1A	chr11:66187339-66187640	enh
ZNHIT2	chr11:66187339-66187640	enh
MRPL11	chr11:66187339-66187640	enh
RBM14	chr11:66187339-66187640	enh
RBM4	chr11:66187339-66187640	enh
RBM4B	chr11:66187339-66187640	enh
RNASEH2C	chr11:66187339-66187640	enh
SAC3D1	chr11:66187339-66187640	enh
B4GAT1	chr11:66187339-66187640	enh
BANF1	chr11:66187339-66187640	enh
CCDC85B	chr11:66187339-66187640	enh
CFL1	chr11:66187339-66187640	enh
DRAP1	chr11:66187339-66187640	enh
FIBP	chr11:66187339-66187640	enh
KAT5	chr11:66187339-66187640	enh
SF1	MRPL11_TSS	TSS
SF3B2	MRPL11_TSS	TSS
SLC29A2	MRPL11_TSS	TSS
SNX32	MRPL11_TSS	TSS
TM7SF2	MRPL11_TSS	TSS
VPS51	MRPL11_TSS	TSS
YIF1A	MRPL11_TSS	TSS
ZNHIT2	MRPL11_TSS	TSS
MRPL11	MRPL11_TSS	TSS
RBM14	MRPL11_TSS	TSS
RBM4	MRPL11_TSS	TSS
RBM4B	MRPL11_TSS	TSS
RNASEH2C	MRPL11_TSS	TSS
SAC3D1	MRPL11_TSS	TSS
B4GAT1	MRPL11_TSS	TSS
BANF1	MRPL11_TSS	TSS
CCDC85B	MRPL11_TSS	TSS
CFL1	MRPL11_TSS	TSS
DRAP1	MRPL11_TSS	TSS
FIBP	MRPL11_TSS	TSS
KAT5	MRPL11_TSS	TSS
SF1	chr11:66248020-66248321	enh
SF3B2	chr11:66248020-66248321	enh
SLC29A2	chr11:66248020-66248321	enh
SNX32	chr11:66248020-66248321	enh
TM7SF2	chr11:66248020-66248321	enh
VPS51	chr11:66248020-66248321	enh
YIF1A	chr11:66248020-66248321	enh
ZNHIT2	chr11:66248020-66248321	enh
MRPL11	chr11:66248020-66248321	enh
RBM14	chr11:66248020-66248321	enh
RBM4	chr11:66248020-66248321	enh
RBM4B	chr11:66248020-66248321	enh
RNASEH2C	chr11:66248020-66248321	enh
SAC3D1	chr11:66248020-66248321	enh
B4GAT1	chr11:66248020-66248321	enh
BANF1	chr11:66248020-66248321	enh
CCDC85B	chr11:66248020-66248321	enh
CFL1	chr11:66248020-66248321	enh
DRAP1	chr11:66248020-66248321	enh
FIBP	chr11:66248020-66248321	enh
KAT5	chr11:66248020-66248321	enh
SF1	chr11:66262479-66262780	enh
SF3B2	chr11:66262479-66262780	enh
SLC29A2	chr11:66262479-66262780	enh
SNX32	chr11:66262479-66262780	enh
TM7SF2	chr11:66262479-66262780	enh
VPS51	chr11:66262479-66262780	enh
YIF1A	chr11:66262479-66262780	enh
ZNHIT2	chr11:66262479-66262780	enh
MRPL11	chr11:66262479-66262780	enh
RBM14	chr11:66262479-66262780	enh
RBM4	chr11:66262479-66262780	enh
RBM4B	chr11:66262479-66262780	enh
RNASEH2C	chr11:66262479-66262780	enh
SAC3D1	chr11:66262479-66262780	enh
B4GAT1	chr11:66262479-66262780	enh
BANF1	chr11:66262479-66262780	enh
CCDC85B	chr11:66262479-66262780	enh
CFL1	chr11:66262479-66262780	enh
DRAP1	chr11:66262479-66262780	enh
FIBP	chr11:66262479-66262780	enh
KAT5	chr11:66262479-66262780	enh
SF1	chr11:66263091-66263392	enh
SF3B2	chr11:66263091-66263392	enh
SLC29A2	chr11:66263091-66263392	enh
SNX32	chr11:66263091-66263392	enh
TM7SF2	chr11:66263091-66263392	enh
VPS51	chr11:66263091-66263392	enh
YIF1A	chr11:66263091-66263392	enh
ZNHIT2	chr11:66263091-66263392	enh
MRPL11	chr11:66263091-66263392	enh
RBM14	chr11:66263091-66263392	enh
RBM4	chr11:66263091-66263392	enh
RBM4B	chr11:66263091-66263392	enh
RNASEH2C	chr11:66263091-66263392	enh
SAC3D1	chr11:66263091-66263392	enh
B4GAT1	chr11:66263091-66263392	enh
BANF1	chr11:66263091-66263392	enh
CCDC85B	chr11:66263091-66263392	enh
CFL1	chr11:66263091-66263392	enh
DRAP1	chr11:66263091-66263392	enh
FIBP	chr11:66263091-66263392	enh
KAT5	chr11:66263091-66263392	enh
SF1	RBM4B_TSS	TSS
SF3B2	RBM4B_TSS	TSS
SLC29A2	RBM4B_TSS	TSS
SNX32	RBM4B_TSS	TSS
TM7SF2	RBM4B_TSS	TSS
VPS51	RBM4B_TSS	TSS
YIF1A	RBM4B_TSS	TSS
ZNHIT2	RBM4B_TSS	TSS
MRPL11	RBM4B_TSS	TSS
RBM14	RBM4B_TSS	TSS
RBM4	RBM4B_TSS	TSS
RBM4B	RBM4B_TSS	TSS
RNASEH2C	RBM4B_TSS	TSS
SAC3D1	RBM4B_TSS	TSS
B4GAT1	RBM4B_TSS	TSS
BANF1	RBM4B_TSS	TSS
CCDC85B	RBM4B_TSS	TSS
CFL1	RBM4B_TSS	TSS
DRAP1	RBM4B_TSS	TSS
FIBP	RBM4B_TSS	TSS
KAT5	RBM4B_TSS	TSS
ATP6V0A2	DDX55_TSS	TSS
DDX55	DDX55_TSS	TSS
ATP6V0A2	chr12:124141806-124142107	enh
DDX55	chr12:124141806-124142107	enh
ATP6V0A2	chr12:124229422-124229723	enh
DDX55	chr12:124229422-124229723	enh
ATP6V0A2	chr12:124246422-124246723	enh
DDX55	chr12:124246422-124246723	enh
ATP6V0A2	chr12:124247641-124247942	enh
DDX55	chr12:124247641-124247942	enh
ATP6V0A2	chr12:124326471-124326772	enh
DDX55	chr12:124326471-124326772	enh
ATP6V0A2	chr12:124343620-124343921	enh
DDX55	chr12:124343620-124343921	enh
ATP6V0A2	chr12:124423280-124423581	enh
DDX55	chr12:124423280-124423581	enh
ATP6V0A2	chr12:124458457-124458758	enh
DDX55	chr12:124458457-124458758	enh
ATP6V0A2	chr12:124594303-124594604	enh
DDX55	chr12:124594303-124594604	enh
ATP6V0A2	chr12:124615241-124615542	enh
DDX55	chr12:124615241-124615542	enh
ATP6V0A2	chr12:124615621-124615922	enh
DDX55	chr12:124615621-124615922	enh
ATP6V0A2	chr12:124630601-124630902	enh
DDX55	chr12:124630601-124630902	enh
ATP6V0A2	chr12:124779467-124779768	enh
DDX55	chr12:124779467-124779768	enh
ATP6V0A2	chr12:124802935-124803236	enh
DDX55	chr12:124802935-124803236	enh
ATP6V0A2	chr12:124816650-124816951	enh
DDX55	chr12:124816650-124816951	enh
ATP6V0A2	chr12:124832521-124832822	enh
DDX55	chr12:124832521-124832822	enh
ATP6V0A2	chr12:124856710-124857011	enh
DDX55	chr12:124856710-124857011	enh
ATP6V0A2	chr12:124884230-124884531	enh
DDX55	chr12:124884230-124884531	enh
ATP6V0A2	chr12:124997627-124997928	enh
DDX55	chr12:124997627-124997928	enh
ATP6V0A2	chr12:124998148-124998449	enh
DDX55	chr12:124998148-124998449	enh
ATP6V0A2	chr12:125235381-125235682	enh
DDX55	chr12:125235381-125235682	enh
ATP6V0A2	chr12:125248959-125249260	enh
DDX55	chr12:125248959-125249260	enh
ATP6V0A2	chr12:125383075-125383376	enh
DDX55	chr12:125383075-125383376	enh
ATP6V0A2	chr12:125398523-125398824	enh
DDX55	chr12:125398523-125398824	enh
ATP6V0A2	UBC_TSS	TSS
DDX55	UBC_TSS	TSS
ATP6V0A2	chr12:125405704-125406005	enh
DDX55	chr12:125405704-125406005	enh
ATP6V0A2	chr12:125412909-125413210	enh
DDX55	chr12:125412909-125413210	enh
ATP6V0A2	chr12:125423590-125423891	enh
DDX55	chr12:125423590-125423891	enh
ATP6V0A2	chr12:125424404-125424705	enh
DDX55	chr12:125424404-125424705	enh
ATP6V0A2	chr12:125425205-125425506	enh
DDX55	chr12:125425205-125425506	enh
ATP6V0A2	chr12:125624900-125625201	enh
ATP6V0A2	chr12:125667730-125668031	enh
ATP6V0A2	chr12:125669833-125670134	enh
ATP6V0A2	chr12:125670077-125670378	enh
ATP6V0A2	chr12:125672729-125673030	enh
ATP6V0A2	chr12:125683245-125683546	enh
SLC2A3	TPI1_TSS_1	TSS
SPSB2	TPI1_TSS_1	TSS
TPI1	TPI1_TSS_1	TSS
LPCAT3	TPI1_TSS_1	TSS
NANOG	TPI1_TSS_1	TSS
PHB2	TPI1_TSS_1	TSS
RIMKLB	TPI1_TSS_1	TSS
C12orf57	TPI1_TSS_1	TSS
EMG1	TPI1_TSS_1	TSS
ENO2	TPI1_TSS_1	TSS
SLC2A3	TPI1_TSS_3	TSS
SPSB2	TPI1_TSS_3	TSS
TPI1	TPI1_TSS_3	TSS
LPCAT3	TPI1_TSS_3	TSS
NANOG	TPI1_TSS_3	TSS
PHB2	TPI1_TSS_3	TSS
RIMKLB	TPI1_TSS_3	TSS
C12orf57	TPI1_TSS_3	TSS
EMG1	TPI1_TSS_3	TSS
ENO2	TPI1_TSS_3	TSS
SLC2A3	SPSB2_TSS_2	TSS
SPSB2	SPSB2_TSS_2	TSS
TPI1	SPSB2_TSS_2	TSS
LPCAT3	SPSB2_TSS_2	TSS
NANOG	SPSB2_TSS_2	TSS
PHB2	SPSB2_TSS_2	TSS
RIMKLB	SPSB2_TSS_2	TSS
C12orf57	SPSB2_TSS_2	TSS
EMG1	SPSB2_TSS_2	TSS
ENO2	SPSB2_TSS_2	TSS
SLC2A3	SPSB2_TSS_1	TSS
SPSB2	SPSB2_TSS_1	TSS
TPI1	SPSB2_TSS_1	TSS
LPCAT3	SPSB2_TSS_1	TSS
NANOG	SPSB2_TSS_1	TSS
PHB2	SPSB2_TSS_1	TSS
RIMKLB	SPSB2_TSS_1	TSS
C12orf57	SPSB2_TSS_1	TSS
EMG1	SPSB2_TSS_1	TSS
ENO2	SPSB2_TSS_1	TSS
SLC2A3	chr12:7009086-7009387	enh
SPSB2	chr12:7009086-7009387	enh
TPI1	chr12:7009086-7009387	enh
LPCAT3	chr12:7009086-7009387	enh
NANOG	chr12:7009086-7009387	enh
PHB2	chr12:7009086-7009387	enh
RIMKLB	chr12:7009086-7009387	enh
C12orf57	chr12:7009086-7009387	enh
EMG1	chr12:7009086-7009387	enh
ENO2	chr12:7009086-7009387	enh
SLC2A3	chr12:7024216-7024517	enh
SPSB2	chr12:7024216-7024517	enh
TPI1	chr12:7024216-7024517	enh
LPCAT3	chr12:7024216-7024517	enh
NANOG	chr12:7024216-7024517	enh
PHB2	chr12:7024216-7024517	enh
RIMKLB	chr12:7024216-7024517	enh
C12orf57	chr12:7024216-7024517	enh
EMG1	chr12:7024216-7024517	enh
ENO2	chr12:7024216-7024517	enh
SLC2A3	chr12:7024776-7025077	enh
SPSB2	chr12:7024776-7025077	enh
TPI1	chr12:7024776-7025077	enh
LPCAT3	chr12:7024776-7025077	enh
NANOG	chr12:7024776-7025077	enh
PHB2	chr12:7024776-7025077	enh
RIMKLB	chr12:7024776-7025077	enh
C12orf57	chr12:7024776-7025077	enh
EMG1	chr12:7024776-7025077	enh
ENO2	chr12:7024776-7025077	enh
SLC2A3	chr12:7033998-7034299	enh
SPSB2	chr12:7033998-7034299	enh
TPI1	chr12:7033998-7034299	enh
LPCAT3	chr12:7033998-7034299	enh
NANOG	chr12:7033998-7034299	enh
PHB2	chr12:7033998-7034299	enh
RIMKLB	chr12:7033998-7034299	enh
C12orf57	chr12:7033998-7034299	enh
EMG1	chr12:7033998-7034299	enh
ENO2	chr12:7033998-7034299	enh
SLC2A3	chr12:7034654-7034955	enh
SPSB2	chr12:7034654-7034955	enh
TPI1	chr12:7034654-7034955	enh
LPCAT3	chr12:7034654-7034955	enh
NANOG	chr12:7034654-7034955	enh
PHB2	chr12:7034654-7034955	enh
RIMKLB	chr12:7034654-7034955	enh
C12orf57	chr12:7034654-7034955	enh
EMG1	chr12:7034654-7034955	enh
ENO2	chr12:7034654-7034955	enh
SLC2A3	chr12:7034946-7035247	enh
SPSB2	chr12:7034946-7035247	enh
TPI1	chr12:7034946-7035247	enh
LPCAT3	chr12:7034946-7035247	enh
NANOG	chr12:7034946-7035247	enh
PHB2	chr12:7034946-7035247	enh
RIMKLB	chr12:7034946-7035247	enh
C12orf57	chr12:7034946-7035247	enh
EMG1	chr12:7034946-7035247	enh
ENO2	chr12:7034946-7035247	enh
SLC2A3	chr12:7035077-7035378	enh
SPSB2	chr12:7035077-7035378	enh
TPI1	chr12:7035077-7035378	enh
LPCAT3	chr12:7035077-7035378	enh
NANOG	chr12:7035077-7035378	enh
PHB2	chr12:7035077-7035378	enh
RIMKLB	chr12:7035077-7035378	enh
C12orf57	chr12:7035077-7035378	enh
EMG1	chr12:7035077-7035378	enh
ENO2	chr12:7035077-7035378	enh
SLC2A3	chr12:7047200-7047501	enh
SPSB2	chr12:7047200-7047501	enh
TPI1	chr12:7047200-7047501	enh
LPCAT3	chr12:7047200-7047501	enh
NANOG	chr12:7047200-7047501	enh
PHB2	chr12:7047200-7047501	enh
RIMKLB	chr12:7047200-7047501	enh
C12orf57	chr12:7047200-7047501	enh
EMG1	chr12:7047200-7047501	enh
ENO2	chr12:7047200-7047501	enh
SLC2A3	chr12:7053754-7054055	enh
SPSB2	chr12:7053754-7054055	enh
TPI1	chr12:7053754-7054055	enh
LPCAT3	chr12:7053754-7054055	enh
NANOG	chr12:7053754-7054055	enh
PHB2	chr12:7053754-7054055	enh
RIMKLB	chr12:7053754-7054055	enh
C12orf57	chr12:7053754-7054055	enh
EMG1	chr12:7053754-7054055	enh
ENO2	chr12:7053754-7054055	enh
SLC2A3	chr12:7071223-7071524	enh
SPSB2	chr12:7071223-7071524	enh
TPI1	chr12:7071223-7071524	enh
LPCAT3	chr12:7071223-7071524	enh
NANOG	chr12:7071223-7071524	enh
PHB2	chr12:7071223-7071524	enh
RIMKLB	chr12:7071223-7071524	enh
C12orf57	chr12:7071223-7071524	enh
EMG1	chr12:7071223-7071524	enh
ENO2	chr12:7071223-7071524	enh
SLC2A3	chr12:7072144-7072445	enh
SPSB2	chr12:7072144-7072445	enh
TPI1	chr12:7072144-7072445	enh
